,Name,Class
5959,Pei,Chinese
2752,Eilers,English
15066,Pylev,Russian
6202,Yim,Korean
5996,Tang,Chinese
14689,Pavlenok,Russian
18312,Rahal,Arabic
15905,Toichkin,Russian
14353,Muzylev,Russian
13212,Katsovsky,Russian
12846,Jitinev,Russian
12587,Jangarber,Russian
2259,Burge,English
19705,Daher,Arabic
9272,Awetisyan,Russian
5492,Woollard,English
4950,Southgate,English
19839,Naifeh,Arabic
15103,Rahov,Russian
4084,Mccormick,English
14184,Mordberg,Russian
14626,Pahunov,Russian
5198,Trotman,English
3697,Kett,English
18435,Khoury,Arabic
3710,Kibblewhite,English
14027,Minyaichev,Russian
18165,Assaf,Arabic
18181,Baba,Arabic
13716,Makuha,Russian
16499,Val,Russian
14147,Mollo,Russian
14490,Nuraliev,Russian
16897,Vlasievsky,Russian
19868,Touma,Arabic
17958,Peter,Dutch
13752,Markushevich,Russian
19546,Atiyeh,Arabic
18191,Asfour,Arabic
8080,Satoya,Japanese
1268,Grygarova,Czech
4887,Sharples,English
18662,Gerges,Arabic
6129,Chu,Korean
15533,Shainurov,Russian
16678,Vedyaskin,Russian
4415,Otton,English
9781,Bakotin,Russian
15469,Shadhan,Russian
2144,Benson,English
9791,Bakshtanovski,Russian
5773,Rodriquez,Spanish
15377,Researcher,Russian
3458,Hussain,English
18281,Seif,Arabic
17369,Zhabotinsky,Russian
17508,Zhestovsky,Russian
8315,Watoga,Japanese
6732,Schenck,German
18563,Fakhoury,Arabic
5776,Rojo,Spanish
2160,Binnington,English
14814,Pismensky,Russian
16898,Volsky,Russian
11177,Evstratov,Russian
6628,Martell,German
3540,Jefferies,English
336,Romao,Portuguese
1006,Re,Italian
11776,Gulevich,Russian
9520,Bagretsov,Russian
7240,Adamczyk,Polish
1643,Vlach,Czech
10428,Chukhman,Russian
4136,Mctaggart,English
592,Arrighi,Italian
16650,Vavrovsky,Russian
3558,Jennison,English
2681,Eade,English
14280,Muladjanov,Russian
15289,Rujje,Russian
18976,Hakimi,Arabic
16187,Turchak,Russian
16594,Vanshenkin,Russian
5411,Whitehead,English
15025,Prigorovsky,Russian
16304,Tzeluiko,Russian
1044,Salvatici,Italian
13260,Lazhentsev,Russian
11249,Fionov,Russian
12091,Havkunov,Russian
18545,Bazzi,Arabic
15168,Remchukov,Russian
18604,Halabi,Arabic
8815,Agulnik,Russian
7028,Macghabhann,Irish
18440,Kouri,Arabic
3346,Hegney,English
3916,Lind,English
13303,Leitman,Russian
1538,Sankovsky,Czech
1288,Herback,Czech
9958,Bavykin,Russian
15928,Tomaev,Russian
6759,Schuchardt,German
8943,Anikanov,Russian
3888,Lennard,English
18595,Abadi,Arabic
15204,Rifkind,Russian
16309,To The First Page,Russian
18334,Nassar,Arabic
4516,Pereira,English
17704,Zhuruli,Russian
7607,Inokuma,Japanese
18863,Koury,Arabic
12022,Harebov,Russian
14790,Pirojenko,Russian
8762,Ageenko,Russian
13892,Mihalkin,Russian
2464,Crowe,English
19663,Harb,Arabic
8846,Alchevsky,Russian
545,Alessi,Italian
12454,Jagich,Russian
7923,Nakadai,Japanese
17900,Leeuwenhoek,Dutch
18588,Ganem,Arabic
11715,Grushelevsky,Russian
6704,Rettig,German
809,Gronchi,Italian
5943,Mak,Chinese
12776,Jigailo,Russian
17225,Yudkin,Russian
12762,Jevlakov,Russian
5293,Vickery,English
14306,Munster,Russian
13160,Kalishewsky,Russian
15945,Tovstoles,Russian
13902,Miheenkov,Russian
5803,Solos,Spanish
15942,Tovbin,Russian
11711,Grozhantsev,Russian
373,Miller,Scottish
19196,Khouri,Arabic
12277,Hot,Russian
13960,Mikhels,Russian
14644,Pakhrin,Russian
17559,Zhilis,Russian
12827,Jirdetsky,Russian
17737,Zinich,Russian
3041,Frey,English
3386,Hitchcock,English
18846,Touma,Arabic
8333,Yamaoka,Japanese
6665,Nussbaum,German
7891,Morishita,Japanese
3362,Herron,English
17590,Zhitarev,Russian
16458,Vainshtok,Russian
4796,Rosenblatt,English
456,Abatescianni,Italian
9392,Babiy,Russian
18685,Handal,Arabic
12841,Jiryakov,Russian
19513,Hadad,Arabic
15440,Schitsyn,Russian
6768,Schultheiss,German
18795,Wasem,Arabic
19886,Basara,Arabic
4287,Nineham,English
1718,Close,Greek
6384,Furst,German
17178,Yanowich,Russian
10508,Daragan,Russian
2052,Atkinson,English
14568,Onischuk,Russian
15345,Ryjy,Russian
13613,Lysko,Russian
10754,Dobrivsky,Russian
8473,Aberson,Russian
18939,Shadid,Arabic
9225,Awchenko,Russian
4295,Nokes,English
12990,Juravliov,Russian
2115,Bassett,English
18742,Hanania,Arabic
12891,Jokhin,Russian
10734,Djuro,Russian
1846,Sakelaris,Greek
7024,Macclelland,Irish
18045,Smit,Dutch
13539,Lukha,Russian
15851,Tikhodeev,Russian
12904,Jovnerik,Russian
18014,Sanna,Dutch
366,Watson,Scottish
19002,Salib,Arabic
16014,Tsarakov,Russian
2942,Fields,English
14313,Muromtsov,Russian
10466,ChyrgalOol,Russian
12858,Jivago,Russian
19644,Nader,Arabic
19505,Salib,Arabic
19850,Gerges,Arabic
8989,Anuchin,Russian
5264,Valmary,English
18915,Hanania,Arabic
2352,Churchill,English
10115,Belotserkovets,Russian
17182,Yanson,Russian
9131,Averbuh,Russian
16905,Vorotnikov,Russian
14546,Omarjanov,Russian
11608,Govyadin,Russian
9636,Bairamukoff,Russian
13991,Mingalev,Russian
6580,Kunkel,German
7625,Ishinomori,Japanese
19169,Daher,Arabic
13944,Mikhalevsky,Russian
11327,Galkin,Russian
3900,Levy,English
2806,Emmanuel,English
12611,Janovka,Russian
8226,Tatsuko,Japanese
12319,Huramshin,Russian
1715,Close,Greek
11539,Golovanchikov,Russian
3585,Jolley,English
19493,Guirguis,Arabic
16079,Tsvetnov,Russian
6231,Armbruster,German
18917,Naifeh,Arabic
20039,Gaber,Arabic
2570,Dixon,English
12051,Harms,Russian
8302,Umeki,Japanese
17213,Yudahin,Russian
11631,Gransky,Russian
18456,Assaf,Arabic
2534,Dempsey,English
19032,Bata,Arabic
16298,Tzelikov,Russian
15543,Shakhin,Russian
12854,Jitomirsky,Russian
17673,Zhulidov,Russian
19657,Asfour,Arabic
3891,Leonard,English
15029,Priimkov,Russian
6956,Ceallach,Irish
1025,Roncalli,Italian
3002,Forth,English
14840,Plisov,Russian
16296,Tzel'Ko,Russian
3374,Hill,English
19603,Shamoun,Arabic
15967,Tropin,Russian
12322,Hurdey,Russian
10504,Danyushevsky,Russian
1618,Tykal,Czech
17408,Zharnov,Russian
15709,Talashkevich,Russian
14981,Portyanik,Russian
1943,Alexnader,English
6142,Hyun ,Korean
6144,Jeon,Korean
4609,Price,English
11031,Eingorn,Russian
14437,Nezamai,Russian
6186,Sin,Korean
3666,Kendall,English
9322,Awtukhoff,Russian
20056,Essa,Arabic
7929,Nakamoto,Japanese
15844,Tihy,Russian
8340,Yanagawa,Japanese
2351,Church,English
416,Johnstone,Scottish
10152,Berezutzky,Russian
4416,Ould,English
14559,Omischenko,Russian
6260,Behrend,German
10055,Bekuh,Russian
13327,Levit,Russian
9601,Baidavletov,Russian
1009,Riggi,Italian
8539,Abramowsky,Russian
7440,Doi,Japanese
13062,Kachalin,Russian
7281,Kaczka,Polish
2770,Ellery,English
13885,Mihalchuk,Russian
18348,Isa,Arabic
1069,Selvaggio,Italian
19018,Srour,Arabic
3125,Giblin,English
12883,Jmotov,Russian
9505,Baglanov,Russian
15728,Taloverov,Russian
5291,Vickerman,English
8877,Alshits,Russian
14159,Molodykh,Russian
4468,Pascoe,English
19189,Antoun,Arabic
3319,Harwood,English
17962,Prinsen,Dutch
4019,Mackie,English
489,Acquarone,Italian
2846,Evenden,English
12957,Jukhimuk,Russian
19700,Kouri,Arabic
4297,Nood,English
17018,Yadrikhinsky,Russian
6149,Jung ,Korean
7325,Rudawski,Polish
7751,Kogo,Japanese
6884,Walther,German
17137,Yamov,Russian
19964,Khoury,Arabic
10104,Beloschin,Russian
2479,Curwood,English
12628,Jarkov,Russian
5460,Winder,English
12290,Hubutiya,Russian
227,Romilly,French
9873,Balawensky,Russian
2573,Doble,English
17166,Yankis,Russian
16507,Valchuk,Russian
18496,Cham,Arabic
7845,Matsuzawa,Japanese
13731,Marchenko,Russian
12432,Jadanov,Russian
11273,Frolkov,Russian
11268,Fotiev,Russian
17148,Yandiev,Russian
3979,Lowrie,English
17368,Zhaboev,Russian
11596,Gorsun,Russian
16209,Turmov,Russian
11809,Guzner,Russian
14971,Porshnev,Russian
2966,Fitzsimmons,English
10989,Eglevsky,Russian
8424,Abdrashitoff,Russian
4256,Newham,English
18730,Hadad,Arabic
8373,Abaidullin,Russian
5712,Melendez,Spanish
7804,Kusuhara,Japanese
8199,Takemitsu,Japanese
4736,Ridgwell,English
20058,Tuma,Arabic
13176,Kamenetzky,Russian
14619,Paharkov,Russian
6400,Gensch,German
531,Albricci,Italian
19214,Almasi,Arabic
17132,Yamburg,Russian
8501,Ablyakimoff,Russian
15235,Rogalnikov,Russian
3239,Griff,English
18066,Theunissen,Dutch
1103,Testa,Italian
2834,Espley,English
18727,Said,Arabic
18490,Bahar,Arabic
9101,Avdakoff,Russian
9299,Awrorin,Russian
16836,Vingovatov,Russian
9450,Badikoff,Russian
149,Leblanc,French
16630,Vasyankin,Russian
19754,Bitar,Arabic
1053,Sartini,Italian
19492,Toma,Arabic
17654,Zhorin,Russian
8521,Abrakhimoff,Russian
7484,Genda,Japanese
10549,Davidovich,Russian
10397,Chugainov,Russian
2220,Bridges,English
20068,Ganim,Arabic
2908,Fawn,English
13528,Lozovoy,Russian
13210,Katsman,Russian
1361,Koliha,Czech
15196,Renskov,Russian
7811,Maeno,Japanese
2949,Finlay,English
11540,Golovanets,Russian
3385,Hiscocks,English
3050,Froy,English
1468,Ondrisek,Czech
12974,Julev,Russian
112,Garcon,French
18841,Fakhoury,Arabic
4569,Plastow,English
12573,Jan,Russian
6439,Habich,German
6031,Yep,Chinese
2193,Bouvet,English
12338,Ilyushin,Russian
9893,Baranenko,Russian
12907,Jovtyak,Russian
9749,Bakhuta,Russian
17011,Yachmenkov,Russian
3687,Kerby,English
19847,Nader,Arabic
18228,Ganem,Arabic
1050,Sapienti,Italian
17489,Zherdev,Russian
10820,Dovgalev,Russian
17886,Koumans,Dutch
333,Rios,Portuguese
11797,Guzairov,Russian
14997,Poshlyakov,Russian
19630,Ganem,Arabic
1098,Taverna,Italian
10287,Chehoev,Russian
16654,Vazhorov,Russian
6964,Cnaimhin,Irish
1987,Andrew,English
17034,Yagodnikov,Russian
18259,Maroun,Arabic
16416,V'Yunkov,Russian
10262,Chamushev,Russian
2315,Cavanagh,English
7348,Sowka,Polish
10249,Chaganov,Russian
3135,Gill,English
6480,Holtzer,German
11781,Guliev,Russian
1327,Jirovy,Czech
1303,Hrdy,Czech
13263,Lebedenko,Russian
12348,Imenin,Russian
16481,Vakker,Russian
18771,Ghannam,Arabic
3723,Kill,English
8056,Sakai,Japanese
4417,Oulton,English
19585,Nahas,Arabic
15860,Tikhonravov,Russian
6481,Holzer,German
18851,Ghannam,Arabic
18171,Shammas,Arabic
2593,Donohoe,English
13035,Kabalkin,Russian
168,Macon,French
3717,Kilb,English
1305,Hruska,Czech
13877,Mihailovsky,Russian
6608,Lieberenz,German
10304,Chekin,Russian
14850,Pochinkovsky,Russian
16388,Usyskin,Russian
15926,Tolbuhin,Russian
797,Germano,Italian
3387,Hoare,English
86,Durant,French
7021,Kennedy,Irish
11782,Gulimov,Russian
10687,Diyajev,Russian
3543,Jeffery,English
8310,Wakatsuki,Japanese
6062,Gou,Chinese
10459,Chuvatkin,Russian
761,Falco,Italian
17712,Zihanov,Russian
17823,Andel,Dutch
5883,Fei,Chinese
17794,Amstel,Dutch
10712,Djelepov,Russian
10621,Deryushev,Russian
1827,Paraskos,Greek
6674,Oursler,German
17036,Yagovenko,Russian
7356,Szweda,Polish
15508,Shahrai,Russian
12355,Isaakidis,Russian
13543,Lupachev,Russian
18602,Boulos,Arabic
8154,Sonoda,Japanese
109,Gagne,French
17639,Zhmulev,Russian
909,Nave,Italian
7212,Nghiem,Vietnamese
1520,Rafaj,Czech
16459,Vainson,Russian
3903,Lewins,English
7384,Ajibana,Japanese
18508,Shammas,Arabic
18305,Haddad,Arabic
15389,Saifulov,Russian
960,Pavone,Italian
5512,Wyatt,English
14858,Pochkunov,Russian
6828,Stoppelbein,German
5610,Campos,Spanish
320,Matos,Portuguese
18644,Malouf,Arabic
3551,Jenkin,English
11200,Fedchenko,Russian
10143,Bereznevich,Russian
8210,Taku,Japanese
400,Gibson,Scottish
19356,Hakimi,Arabic
17082,Yakon,Russian
6632,Maurer,German
832,Lecce,Italian
17631,Zhluktov,Russian
2394,Connor,English
14573,Onopriev,Russian
10170,Bezrukov,Russian
3322,Hassani,English
2192,Bourne,English
13158,Kalinushkin,Russian
9219,Awaloff,Russian
9161,Avilkin,Russian
6284,Boer,German
17520,Zhiboedov,Russian
18257,Nahas,Arabic
9060,Atlasov,Russian
15135,Rakhamimov,Russian
332,Ribeiro,Portuguese
12630,Jarmuhamedov,Russian
13853,Matzigura,Russian
2064,Austin,English
9998,Bazowsky,Russian
5370,Watt,English
18539,Assaf,Arabic
14395,Natalenko,Russian
11804,Guzev,Russian
8622,Adaryukov,Russian
6150,Kang,Korean
12665,Jbanov,Russian
13052,Kablukov,Russian
5667,Garza,Spanish
14445,Nezlin,Russian
1721,Close,Greek
15831,Tihodeev,Russian
6594,Laurenz,German
4758,Robins,English
3778,Knibb,English
1628,Treblik,Czech
12754,Jestkov,Russian
16326,To The First Page,Russian
12526,Jakubov,Russian
891,Nacar,Italian
3657,Kellie,English
18558,Arian,Arabic
90,Fabian,French
14603,Ott,Russian
16233,Turyansky,Russian
905,Nasato,Italian
9373,Babentsev,Russian
4086,Mcculloch,English
5793,Santana,Spanish
12668,Jdankin,Russian
1093,Tafani,Italian
14472,Novoselitsky,Russian
13141,Kalina,Russian
18124,Harb,Arabic
13670,Makhanov,Russian
6517,Kassmeyer,German
19172,Cham,Arabic
17636,Zhminko,Russian
4806,Roussel,English
13526,Lozinsky,Russian
8255,Toru,Japanese
14516,Nutrihin,Russian
4047,Marlow,English
20073,Aswad,Arabic
17469,Zheludkov,Russian
16725,Verbenko,Russian
8183,Takaki,Japanese
2075,Ayling,English
1810,Milionis,Greek
9617,Baiguzoff,Russian
10285,Chehlakovsky,Russian
14420,Nesmeyanov,Russian
8713,Agaigeldiev,Russian
608,Barbieri,Italian
13834,Matsievsky,Russian
16448,Vaiman,Russian
6981,Damhain,Irish
6240,Bach,German
7095,O'Halloran,Irish
880,Morandi,Italian
11919,Haluev,Russian
17582,Zhirkov,Russian
8357,Yoshifumi,Japanese
1002,Rao,Italian
9702,Bakharev,Russian
476,Acciaio,Italian
2679,Dymott,English
15466,Serejnikov,Russian
13727,Makushok,Russian
17937,Ogterop,Dutch
94,Faucheux,French
3017,Foxall,English
10041,Bekmahanov,Russian
14577,Onufrienko,Russian
4021,Macleod,English
11230,Fingrut,Russian
2612,Dowell,English
5234,Tyman,English
2685,Ealham,English
9978,Bazhenin,Russian
1421,Matejka,Czech
6258,Becker,German
427,Crawford,Scottish
18564,Naser,Arabic
8456,Abdulrakhmanoff,Russian
19552,Fakhoury,Arabic
4918,Singh,English
19467,Moghadam,Arabic
9082,Auzan,Russian
16437,Vagizoff,Russian
7489,Gushiken,Japanese
5363,Waterman,English
5014,Stubbs,English
17779,Aarle,Dutch
16716,Velts,Russian
12352,Imniaminov,Russian
18095,Gaber,Arabic
7480,Fuse,Japanese
6504,Janz,German
9804,Bakunovets,Russian
1248,Finfera,Czech
4513,Penney,English
3823,Lang,English
15531,Shain,Russian
8224,Tarumi,Japanese
11621,Granberg,Russian
11561,Gorbulin,Russian
9846,Balakhowski,Russian
9432,Bachurin,Russian
13788,Martynyuk,Russian
11725,Grushinsky,Russian
82,Duguay,French
9108,Avdiev,Russian
4581,Polson,English
13240,Ladyzhnikov,Russian
3377,Hind,English
10741,Dmuhovsky,Russian
11572,Gorchilin,Russian
19480,Malouf,Arabic
5206,Tuckey,English
1964,Allport,English
4471,Passmore,English
17624,Zhizhikin,Russian
509,Agnusdei,Italian
2324,Chantler,English
8624,Adashevski,Russian
19279,Zogby,Arabic
8487,Abjaliloff,Russian
1924,Akram,English
17454,Zhelezovsky,Russian
14323,Musaev,Russian
1779,Kotsilimbas,Greek
4641,Radley,English
4120,Mcleod,English
19257,Samaha,Arabic
1936,Aldred,English
5582,Aritza,Spanish
17191,Yatsenko,Russian
11013,Eihengolts,Russian
222,Richard,French
19813,Botros,Arabic
492,Adami,Italian
5622,Colon,Spanish
10256,Chalovsky,Russian
19500,Guirguis,Arabic
14878,Pohis,Russian
17007,Yaburov,Russian
18097,Maalouf,Arabic
758,Evangelista,Italian
292,Crespo,Portuguese
13608,Lysev,Russian
13233,Katzur,Russian
5772,Rodriguez,Spanish
13144,Kalinich,Russian
1849,Sardelis,Greek
9957,Bavtrukevitch,Russian
15161,Rekshinsky,Russian
16790,Vil,Russian
1698,Belesis,Greek
11735,Gudimov,Russian
12717,Jelvakov,Russian
8052,Saito,Japanese
4261,Newman,English
6408,Giehl,German
14155,Molodkin,Russian
1312,Janicek,Czech
2978,Florey,English
13448,Lishansky,Russian
10500,Dantsig,Russian
12426,Jachmenev,Russian
16721,Veprev,Russian
13273,Lebeshev,Russian
6638,Meinhardt,German
17733,Zingarevich,Russian
12382,Iskander,Russian
10164,BestuzhevLada,Russian
11813,Guzovsky,Russian
9948,Bausov,Russian
20060,Totah,Arabic
3792,Kolt,English
5157,Topham,English
6575,Kruse,German
11874,Hajkasimov,Russian
15116,Raikhelgauz,Russian
257,Tasse,French
11139,Erusalimsky,Russian
6600,Leitner,German
2245,Bryson,English
15779,Tcheh,Russian
1884,Abbott,English
19389,Samaha,Arabic
19258,Abboud,Arabic
14844,Plotnitsky,Russian
4156,Milligan,English
15652,Sheludyakov,Russian
3479,Imran,English
4508,Pendlebury,English
9210,Avzalov,Russian
738,De palma,Italian
13105,Kalashnik,Russian
6124,Cho,Korean
11575,Gordasevich,Russian
12106,Hazipov,Russian
7559,Horiuchi,Japanese
1304,Hrula,Czech
18918,Deeb,Arabic
14039,Mitskevich,Russian
17138,Yampolsky,Russian
4576,Pocock,English
4404,Osman,English
1384,Krhovsky,Czech
19490,Tuma,Arabic
19980,Kassis,Arabic
10922,Dzhaldzhireev,Russian
19593,Handal,Arabic
1509,Prachar,Czech
19431,Nader,Arabic
19000,Isa,Arabic
10218,Birich,Russian
9510,Bagmewski,Russian
15832,Tihomirnov,Russian
8331,Yamanouchi,Japanese
14510,Nuryaev,Russian
6482,Holzer,German
17000,Yablonovsky,Russian
9040,Atalikov,Russian
14191,Morduhovich,Russian
11427,Getmanov,Russian
15367,Rzhavinsky,Russian
14302,Munehin,Russian
14294,Mulyavin,Russian
17939,Oirschot,Dutch
7103,O'Leary,Irish
19398,Mansour,Arabic
11383,Gatsenko,Russian
8587,Abuzoff,Russian
4186,Morris,English
14500,Nurjanov,Russian
9183,Avrov,Russian
14384,Naslednikov,Russian
19800,Khoury,Arabic
5678,Gutierrez,Spanish
6820,Stein,German
3883,Leighton,English
14322,Musabaev,Russian
1310,Jaluvka,Czech
13827,Matsaev,Russian
12245,Homusko,Russian
14787,Pirashkov,Russian
19213,Abboud,Arabic
10226,Biron,Russian
16482,Vaks,Russian
9364,Babayan,Russian
12595,Janjul,Russian
13004,Juromsky,Russian
221,Reyer,French
17566,Zhilyardy,Russian
2057,Attewell,English
3429,Hough,English
2854,Evison,English
17318,Zasyad'Ko,Russian
9843,Balakhontsev,Russian
6721,Sachs,German
10481,Dan'Shin,Russian
11743,Gudtsov,Russian
7066,Niadh,Irish
490,Acquati,Italian
6619,Luther,German
2392,Connelly,English
1703,Brisimitzakis,Greek
12719,Jelyabovsky,Russian
19376,Bazzi,Arabic
11695,Groshovkin,Russian
13554,Lupichev,Russian
10837,Dovzhenko,Russian
5617,Castillion,Spanish
2385,Collingwood,English
13352,Li,Russian
6748,Schrader,German
4924,Skelton,English
861,Marmo,Italian
4683,Reay,English
19289,Ganim,Arabic
8202,Takeshita,Japanese
16039,Tseiner,Russian
10214,Bir,Russian
13366,Lichkov,Russian
8006,Okawa,Japanese
4245,Neville,English
7001,Faolan,Irish
17924,Mohren,Dutch
19223,Nader,Arabic
17090,Yakovlenko,Russian
4987,Sterling,English
12576,Janalov,Russian
11927,Halyuta,Russian
5523,Yarnold,English
8927,Andrusenko,Russian
14093,Moh,Russian
19900,Bishara,Arabic
6973,Connolly,Irish
18958,Antar,Arabic
141,Langlois,French
17200,Yatsyshin,Russian
19211,Srour,Arabic
15827,Tihin,Russian
12585,Janek,Russian
14968,Porosyuk,Russian
752,Drago,Italian
4393,Ormiston,English
17163,Yankilevsky,Russian
17616,Zhivotinsky,Russian
540,Alescio,Italian
2100,Barclay,English
1806,Mentis,Greek
3864,Leake,English
7414,Asano,Japanese
15607,Shamakhov,Russian
5854,Bian,Chinese
9301,Awrus,Russian
2650,Duke,English
18559,Bishara,Arabic
7894,Morri,Japanese
15784,Tchehluev,Russian
17842,Haanrath,Dutch
5963,Qin,Chinese
8833,Ajnikov,Russian
3128,Gilbert,English
4105,Mcgrory,English
12467,Jagupa,Russian
13708,Maksimyuk,Russian
3962,Lord,English
5200,Trueman,English
8728,Agamirzyan,Russian
8192,Takasugi,Japanese
4255,Newey,English
17010,Yachmenev,Russian
9342,Babadzhanov,Russian
14154,Molodin,Russian
10576,Dehtyarev,Russian
16284,Tzehansky,Russian
4898,Sherman,English
16893,Vizhonsky,Russian
13878,Mihailushkin,Russian
16738,Vertinsky,Russian
3994,Lunt,English
15131,Raitsin,Russian
13737,Marfin,Russian
18763,Amari,Arabic
18150,Saliba,Arabic
20024,Malouf,Arabic
13395,Lihovskih,Russian
4092,Mcdougall,English
972,Piccirillo,Italian
5922,Kwan,Chinese
17479,Zhemlihanov,Russian
14422,Nessen,Russian
6540,Knef,German
1702,Bouloukos,Greek
5812,Tosell,Spanish
14986,Porus,Russian
5851,Ban,Chinese
11009,Eig,Russian
10416,Chuhontsev,Russian
18486,Seif,Arabic
3208,Grady,English
15397,Sailotov,Russian
19497,Baba,Arabic
3036,Freestone,English
15882,Timkaev,Russian
19277,Harb,Arabic
1454,Netsch,Czech
15223,Rjeshotarsky,Russian
10250,Chagin,Russian
12933,Jufryakov,Russian
8001,Okamura,Japanese
3726,Killick,English
7587,Iida,Japanese
10448,Chuta,Russian
2808,Emmery,English
802,Giugovaz,Italian
16208,Turmilov,Russian
9405,Babuh,Russian
3456,Hurrell,English
16882,Vitmer,Russian
5561,Agramunt,Spanish
357,Robertson,Scottish
8987,Antyuhov,Russian
11145,Esenchuk,Russian
277,Abreu,Portuguese
3762,Kirkland,English
18837,Fakhoury,Arabic
18151,Shamon,Arabic
4596,Powell,English
11933,Hamchiev,Russian
5672,Gonzalez,Spanish
5521,Yarlett,English
12444,Jadryshnikov,Russian
15299,Rusov,Russian
18105,Nahas,Arabic
910,Nazario,Italian
9876,Balazovski,Russian
13627,Lyzin,Russian
8336,Yamawaki,Japanese
4618,Proctor,English
12716,Jeludkov,Russian
11494,Glukhman,Russian
7114,O'Shea,Irish
15310,Rutkevich,Russian
7009,Flann,Irish
12789,Jigulsky,Russian
885,Mosconi,Italian
14182,Mordashov,Russian
719,Cremonesi,Italian
7254,Czajka,Polish
18984,Qureshi,Arabic
11625,Granin,Russian
7037,Manus,Irish
2879,Fairweather,English
3335,Haynes,English
2211,Braithwaite,English
20034,Toma,Arabic
18268,Touma,Arabic
12134,Hilchevsky,Russian
10076,Belinder,Russian
2187,Boon,English
9453,Badoev,Russian
8974,Antonyuk,Russian
12233,Homa,Russian
7561,Hoshino,Japanese
18183,Almasi,Arabic
12610,Janovitsky,Russian
18944,Daher,Arabic
13702,Maksimchuk,Russian
6165,Noh,Korean
3861,Leach,English
6747,Schoettmer,German
11692,Groshikov,Russian
11680,Grojantsev,Russian
2170,Blair,English
5660,Fonseca,Spanish
605,Baldovini,Italian
6691,Prinz,German
3392,Hodge,English
12902,Jornyak,Russian
5628,D'cruz,Spanish
16512,Valdin,Russian
12471,Jaguzhinsky,Russian
5792,San nicolas,Spanish
18894,Asghar,Arabic
1504,Plisek,Czech
18581,Sayegh,Arabic
6079,Lao,Chinese
59,Couture,French
11423,Getling,Russian
562,Amantea,Italian
918,Neroni,Italian
10000,Bazulin,Russian
9523,Bagritch,Russian
10613,Dertynov,Russian
4640,Radford,English
14567,Onischenko,Russian
11517,Golomovzy,Russian
14694,Pavlischev,Russian
4560,Pinnock,English
4383,Oneill,English
16744,Vertogradsky,Russian
8933,Andruzsky,Russian
19584,Zogby,Arabic
10886,Dudchik,Russian
3939,Locke,English
14951,Porhunov,Russian
1535,Sabol,Czech
4363,Okey,English
2871,Fairbairn,English
6278,Blecher,German
4904,Short,English
17078,Yaklashkin,Russian
11293,Gafarov,Russian
9437,Badalyants,Russian
14098,Mohosoev,Russian
17161,Yankelevich,Russian
8494,Abletsov,Russian
10710,Djejela,Russian
19407,Masih,Arabic
5876,Deng,Chinese
12193,Hlystov,Russian
17032,Yagodin,Russian
5176,Townsley,English
13021,Juzvyuk,Russian
1874,Varvitsiotes,Greek
5508,Wrenn,English
12908,Juchenko,Russian
12373,Isanbet,Russian
5577,Araullo,Spanish
19014,Said,Arabic
14059,Mnuskin,Russian
17438,Zhegulin,Russian
83,Dupond,French
18067,Tholberg,Dutch
3763,Kirkman,English
19496,Handal,Arabic
9999,Bazulev,Russian
15262,Rotov,Russian
5514,Yabsley,English
16192,Turetsky,Russian
16813,Vilkovsky,Russian
3380,Hindley,English
4013,Macgregor,English
17309,Zastavsky,Russian
7498,Hamamoto,Japanese
8940,Anedchenko,Russian
5442,Wilkie,English
6366,Flater,German
8849,Alferaki,Russian
3460,Hussey,English
1347,Kessel,Czech
18502,Bahar,Arabic
12652,Jatzkevich,Russian
15633,Shamshurin,Russian
5313,Vyner,English
17199,Yatsyk,Russian
17102,Yakubovich,Russian
1092,Sultana,Italian
19595,Boutros,Arabic
10389,Chizhik,Russian
11794,Gulyaschih,Russian
9660,Baitoff,Russian
10331,Chepulyanis,Russian
1709,Christodoulou,Greek
11173,Evstafiev,Russian
1465,Oesterreicher,Czech
2431,Cove,English
3553,Jenkinson,English
13604,"Lysansky,",Russian
4961,Spinks,English
8650,Adjaloff,Russian
15768,Tcharnetsky,Russian
1994,Ansell,English
5735,Oliver,Spanish
4613,Prior,English
2081,Bacon,English
14208,Morzhin,Russian
19952,Kalb,Arabic
13439,Limar,Russian
16352,Ujva,Russian
10987,Egishev,Russian
7023,Login,Irish
8743,Agaponoff,Russian
2296,Capper,English
11381,Gatovsky,Russian
6710,Riese,German
3692,Kerrigan,English
7996,Oishi,Japanese
1485,Peisar,Czech
5142,Tomas,English
977,Piovene,Italian
19650,Hajjar,Arabic
19465,Awad,Arabic
9159,Avhimovitch,Russian
4374,Olivier,English
672,Caito,Italian
5581,Arena,Spanish
19794,Bahar,Arabic
16378,Ustinovich,Russian
15270,Rovkov,Russian
3870,Ledger,English
2930,Fern,English
4488,Peach,English
8798,Agranovsky,Russian
19097,Mansour,Arabic
10998,Egorkin,Russian
14283,Mulenkov,Russian
201,Pascal,French
11658,Grigorishin,Russian
10772,Dobrotvortsev,Russian
7935,Nakao,Japanese
1820,Pantelas,Greek
1440,Morek,Czech
3172,Godwin,English
3016,Fox,English
5765,Reyes,Spanish
17112,Yakush,Russian
2355,Clark,English
7697,Kawachi,Japanese
15160,Reks,Russian
7768,Konishi,Japanese
7575,Ichiro,Japanese
13333,Levitov,Russian
7571,Ichigawa,Japanese
3999,Lyes,English
7776,Koyanagi,Japanese
